facility_1_id,facility_1_name,facility_1_type,facility_1_district,facility_2_id,facility_2_name,facility_2_type,facility_2_district,distance_km
77,Blantyre Water Board - Mudi,Clinic,Blantyre,180,Chilani,Health Centre,Blantyre,5.006872069989413
77,Blantyre Water Board - Mudi,Clinic,Blantyre,197,Chilomoni,Health Centre,Blantyre,6.614256774378679
77,Blantyre Water Board - Mudi,Clinic,Blantyre,196,Chilomoni pvt clinic,Clinic,Blantyre,6.494876697155829
77,Blantyre Water Board - Mudi,Clinic,Blantyre,409,Hasco Clinic,Clinic,Blantyre,3.952389024467765
77,Blantyre Water Board - Mudi,Clinic,Blantyre,807,Mbayani health Centre,Clinic,Blantyre,4.547919899191584
77,Blantyre Water Board - Mudi,Clinic,Blantyre,194,Chilobwe Private Clinic,Clinic,Blantyre,5.329236927714161
77,Blantyre Water Board - Mudi,Clinic,Blantyre,386,Girach,Hospital,Blantyre,3.6675928394432074
77,Blantyre Water Board - Mudi,Clinic,Blantyre,1355,White Dove,Clinic,Blantyre,5.172505422656399
77,Blantyre Water Board - Mudi,Clinic,Blantyre,1650,COM,Clinic,Blantyre,3.6310991461311133
77,Blantyre Water Board - Mudi,Clinic,Blantyre,808,Mbayani Health Care Clinic,Clinic,Blantyre,4.873364837020886
77,Blantyre Water Board - Mudi,Clinic,Blantyre,976,Banja Clinic,Clinic,Blantyre,7.264664887149253
77,Blantyre Water Board - Mudi,Clinic,Blantyre,1337,Ungweru,Clinic,Blantyre,6.481014735743298
77,Blantyre Water Board - Mudi,Clinic,Blantyre,324,Dr. Dzinyemba,Clinic,Blantyre,3.520567261264593
77,Blantyre Water Board - Mudi,Clinic,Blantyre,323,Chilemba,Clinic,Blantyre,4.112958292601174
77,Blantyre Water Board - Mudi,Clinic,Blantyre,383,Gatrad Mahomed I,Hospital,Blantyre,3.5296711363697537
77,Blantyre Water Board - Mudi,Clinic,Blantyre,1199,DREAM Saint Egidio,Clinic,Blantyre,6.397878892275533
77,Blantyre Water Board - Mudi,Clinic,Blantyre,1328,Ulemu,Clinic,Blantyre,4.452195617185784
77,Blantyre Water Board - Mudi,Clinic,Blantyre,158,Chifundo private clinic,Clinic,Blantyre,6.5886752522297
77,Blantyre Water Board - Mudi,Clinic,Blantyre,1697,Nancholi,Health Centre,Blantyre,8.1768384500836
77,Blantyre Water Board - Mudi,Clinic,Blantyre,660,Mitsidi,Health Centre,Blantyre,7.696988411351996
77,Blantyre Water Board - Mudi,Clinic,Blantyre,1274,Sunny Side B,Clinic,Blantyre,4.496579570234532
77,Blantyre Water Board - Mudi,Clinic,Blantyre,92,Banja Lamtsogolo,Clinic,Blantyre,4.110940126770958
77,Blantyre Water Board - Mudi,Clinic,Blantyre,1710,BKM,Clinic,Blantyre,5.205795702647746
77,Blantyre Water Board - Mudi,Clinic,Blantyre,1156,Joshua Clinic,Health Centre,Blantyre,8.515535574943131
77,Blantyre Water Board - Mudi,Clinic,Blantyre,1290,Thejopal Rotta. S,Clinic,Blantyre,4.027063697785195
77,Blantyre Water Board - Mudi,Clinic,Blantyre,1706,Homecare,Clinic,Blantyre,5.149941996382284
77,Blantyre Water Board - Mudi,Clinic,Blantyre,327,Dr. Kidys,Hospital,Blantyre,3.4093508119446723
77,Blantyre Water Board - Mudi,Clinic,Blantyre,829,City Health Clinic,Clinic,Blantyre,3.2275299795836387
77,Blantyre Water Board - Mudi,Clinic,Blantyre,433,Medicare,Clinic,Blantyre,3.3613656199442934
77,Blantyre Water Board - Mudi,Clinic,Blantyre,963,Joyce Munthali Private Hospital,Hospital,Blantyre,3.3563534227596588
77,Blantyre Water Board - Mudi,Clinic,Blantyre,895,Monekera,Clinic,Blantyre,5.474999069651374
77,Blantyre Water Board - Mudi,Clinic,Blantyre,970,Mwai Medical Pvt Clinic,Clinic,Blantyre,4.072877362395897
77,Blantyre Water Board - Mudi,Clinic,Blantyre,1351,Wehmat,Clinic,Blantyre,3.0527018247295286
77,Blantyre Water Board - Mudi,Clinic,Blantyre,971,Mwai medical clinic,Clinic,Blantyre,3.623778031425521
77,Blantyre Water Board - Mudi,Clinic,Blantyre,354,Elim Private Clinic,Clinic,Blantyre,3.801016124133018
77,Blantyre Water Board - Mudi,Clinic,Blantyre,93,BLM Zingwangwa Clinic,Clinic,Blantyre,3.823065383209299
77,Blantyre Water Board - Mudi,Clinic,Blantyre,1219,Shifa Private Hospital,Clinic,Blantyre,3.095219324624278
77,Blantyre Water Board - Mudi,Clinic,Blantyre,1655,Naperi,Dispensary,Blantyre,3.1531773361136612
77,Blantyre Water Board - Mudi,Clinic,Blantyre,1392,MACRO Chirimba,Clinic,Blantyre,6.2932744959384115
77,Blantyre Water Board - Mudi,Clinic,Blantyre,382,Gateway Dispensary,Dispensary,Blantyre,2.402516266206898
77,Blantyre Water Board - Mudi,Clinic,Blantyre,1185,PVHO Private Clinic,Clinic,Blantyre,2.367577673244876
77,Blantyre Water Board - Mudi,Clinic,Blantyre,222,Chinjobvu clinic,Clinic,Blantyre,6.816648683007284
77,Blantyre Water Board - Mudi,Clinic,Blantyre,1649,Chirimba,Dispensary,Blantyre,6.125577122895101
77,Blantyre Water Board - Mudi,Clinic,Blantyre,1368,Zingwangwa private clinic,Clinic,Blantyre,3.4901976596255664
77,Blantyre Water Board - Mudi,Clinic,Blantyre,444,Kachere Rehabilitation,Hospital,Blantyre,2.313389593602365
77,Blantyre Water Board - Mudi,Clinic,Blantyre,1648,Blantyre,Health Centre,Blantyre,2.476135143734194
77,Blantyre Water Board - Mudi,Clinic,Blantyre,973,Mwaiwathu,Hospital,Blantyre,2.5179940781406205
77,Blantyre Water Board - Mudi,Clinic,Blantyre,939,Mtengoumodzi,Hospital,Blantyre,8.209180931810987
77,Blantyre Water Board - Mudi,Clinic,Blantyre,1285,Thandizo Clinic,Clinic,Blantyre,6.209512627250814
77,Blantyre Water Board - Mudi,Clinic,Blantyre,1273,Sunganis Medical Centre,Clinic,Blantyre,7.708685889141362
77,Blantyre Water Board - Mudi,Clinic,Blantyre,345,Ebenezer private clinic,Clinic,Blantyre,5.739527206377789
77,Blantyre Water Board - Mudi,Clinic,Blantyre,1186,Queen Elizabeth Central Hospital,Central Hospital,Blantyre,1.9823856302202105
77,Blantyre Water Board - Mudi,Clinic,Blantyre,1226,Soche SDA Clinic,Unclassified,Blantyre,2.496488956493581
77,Blantyre Water Board - Mudi,Clinic,Blantyre,259,Gombwa,Hospital,Blantyre,2.558770395566287
77,Blantyre Water Board - Mudi,Clinic,Blantyre,735,Polytechnic,Clinic,Blantyre,1.3907945435443672
77,Blantyre Water Board - Mudi,Clinic,Blantyre,114,SOBO,Clinic,Blantyre,1.0489557386323702
77,Blantyre Water Board - Mudi,Clinic,Blantyre,188,Chirimba,Health Centre,Blantyre,5.676653503812959
77,Blantyre Water Board - Mudi,Clinic,Blantyre,152,Chichiri ESCOM Clinic,Clinic,Blantyre,1.4775107724617211
77,Blantyre Water Board - Mudi,Clinic,Blantyre,1225,Soche Clinic,Health Centre,Blantyre,6.980617352710596
77,Blantyre Water Board - Mudi,Clinic,Blantyre,599,Lafarge Cement Clinic,Clinic,Blantyre,1.1194148492622842
77,Blantyre Water Board - Mudi,Clinic,Blantyre,1136,Nyambadwe,Hospital,Blantyre,3.0989757836161673
77,Blantyre Water Board - Mudi,Clinic,Blantyre,768,Mapeto,Clinic,Blantyre,1.0489557386323702
77,Blantyre Water Board - Mudi,Clinic,Blantyre,1178,Portland Cement Clinic,Clinic,Blantyre,1.0489557386323702
77,Blantyre Water Board - Mudi,Clinic,Blantyre,1060,BLM Ndirande clinic,Clinic,Blantyre,2.5319840760782673
77,Blantyre Water Board - Mudi,Clinic,Blantyre,1224,Magita Private Clinic,Clinic,Blantyre,1.0489557386323702
77,Blantyre Water Board - Mudi,Clinic,Blantyre,1061,Ndirande,Health Centre,Blantyre,1.9180026713923182
77,Blantyre Water Board - Mudi,Clinic,Blantyre,700,Madinah social services - Ndirande,Clinic,Blantyre,2.1230635653556313
77,Blantyre Water Board - Mudi,Clinic,Blantyre,153,Chichiri Prison Clinic,Clinic,Blantyre,1.3137810003314239
77,Blantyre Water Board - Mudi,Clinic,Blantyre,1310,Tilinanu ,Clinic,Blantyre,2.459649931415877
77,Blantyre Water Board - Mudi,Clinic,Blantyre,411,Henred,Clinic,Blantyre,0.794886069976875
77,Blantyre Water Board - Mudi,Clinic,Blantyre,831,Merit Clinic,Clinic,Blantyre,1.886003236036707
77,Blantyre Water Board - Mudi,Clinic,Blantyre,160,Chogeli clinic,Clinic,Blantyre,5.194997513477468
77,Blantyre Water Board - Mudi,Clinic,Blantyre,872,L and A,Clinic,Blantyre,2.4233771929954178
77,Blantyre Water Board - Mudi,Clinic,Blantyre,621,Limbe,Clinic,Blantyre,2.8181689590894767
77,Blantyre Water Board - Mudi,Clinic,Blantyre,622,Limbe Home Based Care,Clinic,Blantyre,2.8398875013877602
77,Blantyre Water Board - Mudi,Clinic,Blantyre,494,Kanjedza Medical Clinic,Clinic,Blantyre,2.0712686847578596
77,Blantyre Water Board - Mudi,Clinic,Blantyre,1235,South Lunzu,Health Centre,Blantyre,7.823440703860958
77,Blantyre Water Board - Mudi,Clinic,Blantyre,495,Kanjeza Police dispensary,Dispensary,Blantyre,2.5293941675921987
77,Blantyre Water Board - Mudi,Clinic,Blantyre,972,Proff Mbvundula,Clinic,Blantyre,2.122239905658725
77,Blantyre Water Board - Mudi,Clinic,Blantyre,368,Family Health clinic,Clinic,Blantyre,1.6327611492662661
77,Blantyre Water Board - Mudi,Clinic,Blantyre,775,Masm Medi - Limbe,Clinic,Blantyre,2.6411803906379054
77,Blantyre Water Board - Mudi,Clinic,Blantyre,732,Malamulo day Amina,Clinic,Blantyre,4.023529770728431
77,Blantyre Water Board - Mudi,Clinic,Blantyre,1028,Namboya Felix,Clinic,Blantyre,3.2154807029248147
77,Blantyre Water Board - Mudi,Clinic,Blantyre,623,Limbe Leaf Clinic,Clinic,Blantyre,4.005450710327127
77,Blantyre Water Board - Mudi,Clinic,Blantyre,1320,Truzag Clinic,Clinic,Blantyre,2.7836992449984344
77,Blantyre Water Board - Mudi,Clinic,Blantyre,118,Railways Private Clinic,Clinic,Blantyre,3.4984355302430306
77,Blantyre Water Board - Mudi,Clinic,Blantyre,620,Diagnostics,Clinic,Blantyre,3.2488239014023237
77,Blantyre Water Board - Mudi,Clinic,Blantyre,583,"Khuoge, Dane",Clinic,Blantyre,5.018395899078083
77,Blantyre Water Board - Mudi,Clinic,Blantyre,962,"Munthali Ndalakwanji, N, Pra",Clinic,Blantyre,7.5955228808181685
77,Blantyre Water Board - Mudi,Clinic,Blantyre,463,Kalong - Limbe,Hospital,Blantyre,2.7202645448073133
77,Blantyre Water Board - Mudi,Clinic,Blantyre,328,kampondeni,Hospital,Blantyre,3.8210183053370512
77,Blantyre Water Board - Mudi,Clinic,Blantyre,1318,Tirzah,Clinic,Blantyre,2.856061003941273
77,Blantyre Water Board - Mudi,Clinic,Blantyre,1215,Semema,Clinic,Blantyre,7.422037368902708
77,Blantyre Water Board - Mudi,Clinic,Blantyre,1227,Society Medical Clinic,Clinic,Blantyre,8.031605762819606
77,Blantyre Water Board - Mudi,Clinic,Blantyre,1232,Miracle Private Clinic ,Clinic,Blantyre,8.041681266567439
77,Blantyre Water Board - Mudi,Clinic,Blantyre,626,LMJ Diagnostic centre,Clinic,Blantyre,3.609482742747632
77,Blantyre Water Board - Mudi,Clinic,Blantyre,630,Limbe Muslim Jamat Limbe,Clinic,Blantyre,3.609482742747632
77,Blantyre Water Board - Mudi,Clinic,Blantyre,1657,Sos,Health Centre,Blantyre,8.031752605575615
77,Blantyre Water Board - Mudi,Clinic,Blantyre,663,Lungu Private Clinic,Clinic,Blantyre,5.818803031814097
77,Blantyre Water Board - Mudi,Clinic,Blantyre,1654,Mthunzi-wathu,Clinic,Blantyre,7.104892951512718
77,Blantyre Water Board - Mudi,Clinic,Blantyre,631,Hajira,Clinic,Blantyre,3.8128436734368156
77,Blantyre Water Board - Mudi,Clinic,Blantyre,1344,Viyuyi Mathews M. Yankho Priv,Clinic,Blantyre,7.232873879668256
77,Blantyre Water Board - Mudi,Clinic,Blantyre,629,LMJ,Clinic,Blantyre,2.856061003941273
77,Blantyre Water Board - Mudi,Clinic,Blantyre,625,limbe Medical Clinic,Clinic,Blantyre,2.856061003941273
77,Blantyre Water Board - Mudi,Clinic,Blantyre,628,Limbe Muslim Jamat - Kachere,Clinic,Blantyre,2.856061003941273
77,Blantyre Water Board - Mudi,Clinic,Blantyre,1190,Rapha Pvt Clinic,Clinic,Blantyre,4.5207156811829385
77,Blantyre Water Board - Mudi,Clinic,Blantyre,296,Come Again,Unclassified,Blantyre,5.148337932062889
77,Blantyre Water Board - Mudi,Clinic,Blantyre,1645,Bangwe,Dispensary,Blantyre,6.96785325894455
77,Blantyre Water Board - Mudi,Clinic,Blantyre,301,Dalirani Private Clinic,Clinic,Blantyre,5.619812717762875
77,Blantyre Water Board - Mudi,Clinic,Blantyre,1319,Trumate,Clinic,Blantyre,4.992113612309848
77,Blantyre Water Board - Mudi,Clinic,Blantyre,1720,Makwasa,Clinic,Blantyre,6.958472637973149
77,Blantyre Water Board - Mudi,Clinic,Blantyre,1276,Tadala Private Clinic,Clinic,Blantyre,6.55682675611345
77,Blantyre Water Board - Mudi,Clinic,Blantyre,726,Promedence ,Clinic,Blantyre,6.764518467271357
77,Blantyre Water Board - Mudi,Clinic,Blantyre,1386,Bangwe Madina Health Centre,Health Centre,Blantyre,6.213674118241713
77,Blantyre Water Board - Mudi,Clinic,Blantyre,87,Midima BLM,Dispensary,Chiradzulu,6.007263621336489
77,Blantyre Water Board - Mudi,Clinic,Blantyre,588,Kotecha Clinic,Clinic,Blantyre,5.181543167762154
77,Blantyre Water Board - Mudi,Clinic,Blantyre,964,Muopo Private Clinic,Clinic,Blantyre,6.760745392512553
77,Blantyre Water Board - Mudi,Clinic,Blantyre,528,Kasamba Private Clinic,Clinic,Blantyre,7.451405537488062
77,Blantyre Water Board - Mudi,Clinic,Blantyre,262,Chitekwe Arthur D. Arthur Gar,Clinic,Blantyre,7.341530291994457
77,Blantyre Water Board - Mudi,Clinic,Blantyre,1334,Umunthu Foundation private Clinic,Clinic,Blantyre,8.279272928755278
77,Blantyre Water Board - Mudi,Clinic,Blantyre,1017,Namakhwa,Clinic,Chiradzulu,9.441922178578539
78,Waterboard Clinic-Mudi,Unclassified,Blantyre,744,Malmed,Health Centre,Blantyre,0.0
78,Waterboard Clinic-Mudi,Unclassified,Blantyre,416,Hope Medical centre,Health Centre,Blantyre,0.0
78,Waterboard Clinic-Mudi,Unclassified,Blantyre,1617,Mwai Family,Unclassified,Blantyre,0.0
78,Waterboard Clinic-Mudi,Unclassified,Blantyre,1615,Elley private,Unclassified,Blantyre,0.0
78,Waterboard Clinic-Mudi,Unclassified,Blantyre,729,Malabada,Health Centre,Blantyre,0.0
78,Waterboard Clinic-Mudi,Unclassified,Blantyre,1614,Chilomoni health center,Unclassified,Blantyre,0.0
78,Waterboard Clinic-Mudi,Unclassified,Blantyre,919,Mpingo Maternity,Health Centre,Blantyre,0.0
79,Blessings,Hospital,Lilongwe,203,Ali,Clinic,Lilongwe,0.8694136167813913
79,Blessings,Hospital,Lilongwe,1216,Victory Medical Clinic,Clinic,Lilongwe,2.0917420649072507
79,Blessings,Hospital,Lilongwe,657,Chinkhuti,Health Centre,Lilongwe,2.614309046149821
79,Blessings,Hospital,Lilongwe,300,Deayang,Hospital,Lilongwe,9.589083848207325
79,Blessings,Hospital,Lilongwe,658,Lumbadzi Masm,Clinic,Lilongwe,3.6919396521784744
79,Blessings,Hospital,Lilongwe,1591,Chivala,Health Post,Dowa,8.996330667119508
79,Blessings,Hospital,Lilongwe,1589,Chuzu,Health Post,Dowa,8.94228962110391
79,Blessings,Hospital,Lilongwe,1590,Mtimaukanena,Health Post,Dowa,5.175386402458643
79,Blessings,Hospital,Lilongwe,521,kaputalambwe,Health Post,Dowa,9.240845421114543
80,Bliss,Dispensary,Salima,513,Mission,Health Centre,Salima,8.933168624263285
80,Bliss,Dispensary,Salima,1717,Pemba Health Centre,Health Centre,Salima,5.27642197568284
80,Bliss,Dispensary,Salima,949,Muchila,Dispensary,Salima,2.8954843893358104
80,Bliss,Dispensary,Salima,1639,Chisamba,Health Centre,Salima,6.710904583343119
80,Bliss,Dispensary,Salima,1203,BLM,Clinic,Salima,3.3464999747155346
80,Bliss,Dispensary,Salima,1204,District hospital,District Hospital,Salima,5.27642197568284
80,Bliss,Dispensary,Salima,683,M & M,Clinic,Salima,3.356572568507781
80,Bliss,Dispensary,Salima,1719,Hope Clinic,Clinic,Salima,5.27642197568284
80,Bliss,Dispensary,Salima,1202,SASO,Dispensary,Salima,3.0403204491757982
80,Bliss,Dispensary,Salima,1544,Hope,Health Centre,Salima,3.0185428194185833
80,Bliss,Dispensary,Salima,1545,Mnema,Health Centre,Salima,3.0185428194185833
80,Bliss,Dispensary,Salima,697,Madalitso,Clinic,Salima,1.0337913414254758
80,Bliss,Dispensary,Salima,548,Katemela,Clinic,Salima,0.5941155955172395
80,Bliss,Dispensary,Salima,1201,Admarc,Dispensary,Salima,0.34259498679637845
80,Bliss,Dispensary,Salima,1179,Pothawira,Health Centre,Salima,2.5078331439955837
80,Bliss,Dispensary,Salima,1059,Ndimoyo,Clinic,Salima,0.8052294866822494
81,Banja la mtsogolo,Clinic,Thyolo,107,Research,Health Centre,Thyolo,6.040299247527295
81,Banja la mtsogolo,Clinic,Thyolo,163,Chigumula Clinic,Clinic,Blantyre,5.169197466532935
81,Banja la mtsogolo,Clinic,Thyolo,1388,Bvumbwe Research Health Centre,Health Centre,Thyolo,4.776556169879753
81,Banja la mtsogolo,Clinic,Thyolo,897,MOTAL-ENGIL 301CLINIC,Dispensary,Mwanza,0.5720817353265878
81,Banja la mtsogolo,Clinic,Thyolo,1173,Evangelical,Clinic,Blantyre,4.775240573932026
81,Banja la mtsogolo,Clinic,Thyolo,1305,Thunga ,Health Centre,Thyolo,7.948334757810378
81,Banja la mtsogolo,Clinic,Thyolo,659,Mdziwika Clinic,Clinic,Thyolo,1.1222758206460262
81,Banja la mtsogolo,Clinic,Thyolo,210,Chimvu,Health Centre,Thyolo,4.535752722952923
81,Banja la mtsogolo,Clinic,Thyolo,816,Germa Private clinic,Clinic,Thyolo,5.257354417924357
81,Banja la mtsogolo,Clinic,Thyolo,412,Hiwa Clinic,Clinic,Thyolo,0.690301781574037
82,Banja la mtsogolo,Clinic,Lilongwe,1288,The Clinic,Dispensary,Lilongwe,2.048148697217544
82,Banja la mtsogolo,Clinic,Lilongwe,760,Manjolo,Clinic,Lilongwe,0.8703346065812355
82,Banja la mtsogolo,Clinic,Lilongwe,466,Tachira,Clinic,Lilongwe,6.0027003528555465
82,Banja la mtsogolo,Clinic,Lilongwe,404,Gwaza,Clinic,Lilongwe,1.9205470239946
82,Banja la mtsogolo,Clinic,Lilongwe,1672,Likuni,Dispensary,Lilongwe,8.08222691736437
82,Banja la mtsogolo,Clinic,Lilongwe,792,Maula Prison,Clinic,Lilongwe,3.0973258912355863
82,Banja la mtsogolo,Clinic,Lilongwe,292,City Health Assembly,Clinic,Lilongwe,1.1854741844719172
82,Banja la mtsogolo,Clinic,Lilongwe,1602,Banja La Mtsogolo ,Clinic,Dedza,1.7897962976179838
82,Banja la mtsogolo,Clinic,Lilongwe,1289,Dr. Humera A,Dispensary,Lilongwe,2.048148697217544
82,Banja la mtsogolo,Clinic,Lilongwe,618,City assembly,Clinic,Lilongwe,1.1827175615474983
82,Banja la mtsogolo,Clinic,Lilongwe,1714,Mitch,Unclassified,Lilongwe,1.772196916003271
82,Banja la mtsogolo,Clinic,Lilongwe,538,ZMK medical centre,Clinic,Lilongwe,3.7082386486886123
82,Banja la mtsogolo,Clinic,Lilongwe,1461,Kandiyani,Health Post,Lilongwe,4.640307322792706
82,Banja la mtsogolo,Clinic,Lilongwe,476,Kims,Clinic,Lilongwe,0.9055172325527953
82,Banja la mtsogolo,Clinic,Lilongwe,97,Boulos,Clinic,Lilongwe,1.3901018950657213
82,Banja la mtsogolo,Clinic,Lilongwe,1460,Chiputu,Health Post,Lilongwe,4.640307322792706
82,Banja la mtsogolo,Clinic,Lilongwe,108,Bottom,District Hospital,Lilongwe,0.647054221797551
82,Banja la mtsogolo,Clinic,Lilongwe,1681,Falls BLM,Clinic,Lilongwe,0.0163100947809065
82,Banja la mtsogolo,Clinic,Lilongwe,1588,VIVIDA ,Dispensary,Lilongwe,1.725175362281684
82,Banja la mtsogolo,Clinic,Lilongwe,828,Masm,Clinic,Lilongwe,3.5330606157201214
82,Banja la mtsogolo,Clinic,Lilongwe,418,Area 36 private clinic,Dispensary,Lilongwe,2.4229602546688778
82,Banja la mtsogolo,Clinic,Lilongwe,325,Lorgat,Clinic,Lilongwe,0.7202554262207237
82,Banja la mtsogolo,Clinic,Lilongwe,362,Escom,Clinic,Lilongwe,0.911094658882722
82,Banja la mtsogolo,Clinic,Lilongwe,1238,SSH,Dispensary,Lilongwe,2.631227438426446
82,Banja la mtsogolo,Clinic,Lilongwe,1580,Chigonjetso Private Clinic,Health Post,Lilongwe,2.498910574734308
82,Banja la mtsogolo,Clinic,Lilongwe,1579,TIYAMIKE CLINIC,Dispensary,Lilongwe,2.613679480546976
82,Banja la mtsogolo,Clinic,Lilongwe,572,kharodia,Clinic,Lilongwe,0.8202829729182978
82,Banja la mtsogolo,Clinic,Lilongwe,1670,Asha,Health Centre,Lilongwe,4.2883236483926614
82,Banja la mtsogolo,Clinic,Lilongwe,413,Dr Hiwa,Clinic,Lilongwe,2.631227438426446
82,Banja la mtsogolo,Clinic,Lilongwe,616,Ku Mission,Hospital,Lilongwe,8.283547812909262
82,Banja la mtsogolo,Clinic,Lilongwe,633,Lingadzi pvt,Clinic,Lilongwe,3.2407918049550775
82,Banja la mtsogolo,Clinic,Lilongwe,619,Lilongwe Health Clinic - Limbe Muslim,Dispensary,Lilongwe,3.6112819558639693
82,Banja la mtsogolo,Clinic,Lilongwe,1091,Nkhalango,Clinic,Lilongwe,8.205434245044001
82,Banja la mtsogolo,Clinic,Lilongwe,116,CCK Health,Dispensary,Lilongwe,3.239667088669457
82,Banja la mtsogolo,Clinic,Lilongwe,693,Macro,Clinic,Lilongwe,0.3737501292632431
82,Banja la mtsogolo,Clinic,Lilongwe,863,Mphatso,Clinic,Lilongwe,8.745956962591865
82,Banja la mtsogolo,Clinic,Lilongwe,1673,Lilongwe District Health Office,Health Centre,Lilongwe,0.6079749325569588
82,Banja la mtsogolo,Clinic,Lilongwe,322,Ghumra,Clinic,Lilongwe,0.9742066904388843
82,Banja la mtsogolo,Clinic,Lilongwe,617,Cha City pa ma kesha,Clinic,Lilongwe,5.432220459678041
82,Banja la mtsogolo,Clinic,Lilongwe,1462,Kanyerere,Health Post,Lilongwe,4.640307322792706
82,Banja la mtsogolo,Clinic,Lilongwe,883,Mlolera clinic,Clinic,Lilongwe,5.2143784150847665
82,Banja la mtsogolo,Clinic,Lilongwe,380,Kachi,Clinic,Lilongwe,5.981971742018029
82,Banja la mtsogolo,Clinic,Lilongwe,1255,St. Louis,Dispensary,Lilongwe,7.280802808052144
82,Banja la mtsogolo,Clinic,Lilongwe,397,Good Hope,Dispensary,Lilongwe,9.070753857885846
82,Banja la mtsogolo,Clinic,Lilongwe,561,Kawale,Health Centre,Lilongwe,2.0740582621835673
82,Banja la mtsogolo,Clinic,Lilongwe,484,Kamuzu Barracks,Hospital,Lilongwe,4.8427674900086135
82,Banja la mtsogolo,Clinic,Lilongwe,376,Kawale FPAM,Clinic,Lilongwe,2.3029432360963065
82,Banja la mtsogolo,Clinic,Lilongwe,1708,Angoni Pharmacy,Unclassified,Lilongwe,3.1970231028838936
82,Banja la mtsogolo,Clinic,Lilongwe,562,Kawale clinic,Clinic,Lilongwe,2.078265764292911
82,Banja la mtsogolo,Clinic,Lilongwe,774,Masida,Clinic,Lilongwe,3.444795618131055
82,Banja la mtsogolo,Clinic,Lilongwe,190,Chilinde,Clinic,Lilongwe,3.37663787108488
82,Banja la mtsogolo,Clinic,Lilongwe,289,Chonde,Clinic,Lilongwe,3.2556298258790686
82,Banja la mtsogolo,Clinic,Lilongwe,369,Family healthcare Private clinic,Clinic,Lilongwe,2.3385044068292125
82,Banja la mtsogolo,Clinic,Lilongwe,1712,Home Care,Unclassified,Lilongwe,3.6364105508091735
82,Banja la mtsogolo,Clinic,Lilongwe,1065,new State house,Unclassified,Lilongwe,8.729397301876725
82,Banja la mtsogolo,Clinic,Lilongwe,796,Maziko Private,Clinic,Lilongwe,4.136557504301215
82,Banja la mtsogolo,Clinic,Lilongwe,304,David Livingston,Health Post,Lilongwe,1.9129927334302972
82,Banja la mtsogolo,Clinic,Lilongwe,485,Central,Central Hospital,Lilongwe,2.328250792900477
82,Banja la mtsogolo,Clinic,Lilongwe,450,Kafodya,Clinic,Lilongwe,2.1718995691539966
82,Banja la mtsogolo,Clinic,Lilongwe,1191,Reserve Bank of Malawi,Dispensary,Lilongwe,3.8454477819115973
82,Banja la mtsogolo,Clinic,Lilongwe,293,City centre Clinic,Health Post,Lilongwe,4.4574210395723854
82,Banja la mtsogolo,Clinic,Lilongwe,1275,Tachila,Clinic,Lilongwe,5.228747658428152
82,Banja la mtsogolo,Clinic,Lilongwe,441,Kachepa,Clinic,Lilongwe,4.324957435007848
82,Banja la mtsogolo,Clinic,Lilongwe,1141,Nyangulu clinic,Clinic,Lilongwe,1.3173559926007954
82,Banja la mtsogolo,Clinic,Lilongwe,442,kachere,Clinic,Lilongwe,4.250073676179338
82,Banja la mtsogolo,Clinic,Lilongwe,1151,Partners,Clinic,Lilongwe,3.1454677157547986
82,Banja la mtsogolo,Clinic,Lilongwe,1152,Partners,Dispensary,Lilongwe,3.1454677157547986
82,Banja la mtsogolo,Clinic,Lilongwe,1581,Morning Side Clinic,Dispensary,Lilongwe,1.6441339829084773
82,Banja la mtsogolo,Clinic,Lilongwe,965,Chifundo,Clinic,Lilongwe,3.0388645784245294
82,Banja la mtsogolo,Clinic,Lilongwe,1668,Area,Dispensary,Lilongwe,2.3302963894466453
82,Banja la mtsogolo,Clinic,Lilongwe,609,Lighthouse,Dispensary,Lilongwe,2.328250792900477
82,Banja la mtsogolo,Clinic,Lilongwe,745,Umoyo,Clinic,Lilongwe,0.6745725621078184
82,Banja la mtsogolo,Clinic,Lilongwe,993,Mwenyekonde,Dispensary,Lilongwe,4.317686816692132
82,Banja la mtsogolo,Clinic,Lilongwe,313,Discovery clinic,Clinic,Lilongwe,4.4690618691695265
82,Banja la mtsogolo,Clinic,Lilongwe,1682,kawale BLM,Clinic,Lilongwe,1.8263661414055632
82,Banja la mtsogolo,Clinic,Lilongwe,211,Chimwala Health Centre,Clinic,Lilongwe,6.305465149862639
82,Banja la mtsogolo,Clinic,Lilongwe,1463,Kapudzama,Health Post,Lilongwe,4.640307322792706
82,Banja la mtsogolo,Clinic,Lilongwe,83,Kawale Banja la mtsogolo,Clinic,Lilongwe,1.8297609537229609
82,Banja la mtsogolo,Clinic,Lilongwe,1234,SOS,Clinic,Lilongwe,2.987098756442529
82,Banja la mtsogolo,Clinic,Lilongwe,1585,TRUST CLINIC,Dispensary,Lilongwe,3.045387963518799
82,Banja la mtsogolo,Clinic,Lilongwe,570,Khama,Clinic,Lilongwe,4.325025185839761
82,Banja la mtsogolo,Clinic,Lilongwe,882,Mlodza Seventhday Clinic,Clinic,Lilongwe,4.325865105654882
82,Banja la mtsogolo,Clinic,Lilongwe,1353,Westclif,Clinic,Lilongwe,3.5859193929605353
82,Banja la mtsogolo,Clinic,Lilongwe,469,Kamatenda pvt clinic,Clinic,Lilongwe,4.80581457312264
